Word	BlogFreq	BlogFreqPm	BlogCD	BlogCDPc	TwitterFreq	TwitterFreqPm	TwitterCD	TwitterCDPc	NewsFreq	NewsFreqPm	NewsCD	NewsCDPc.
bizim	5807	1158.6921	4735	3.0521	786	1070.8491	766	1.1814	7016	1014.1775	5433	3.8533
dövlət	5733	1143.9266	4423	2.8510	630	858.3141	592	0.9130	19739	2853.3139	14467	10.2606
bilər	5704	1138.1402	4800	3.0940	842	1147.1437	821	1.2662	5751	831.3191	4927	3.4945
həm	5696	1136.5439	3557	2.2928	602	820.1668	418	0.6447	10520	1520.6881	6073	4.3072
az	5681	1133.5509	5019	3.2351	1257	1712.5411	1199	1.8492	4163	601.7704	3759	2.6661
insan	5629	1123.1751	4586	2.9560	915	1246.5991	853	1.3156	4614	666.9634	3763	2.6689
yeni	5596	1116.5905	4496	2.8980	1362	1855.5934	1272	1.9618	15507	2241.5694	11591	8.2209
ancaq	5577	1112.7994	4815	3.1036	880	1198.9150	862	1.3295	5072	733.1682	4384	3.1093
iki	5557	1108.8087	4765	3.0714	535	728.8858	511	0.7881	7175	1037.1613	6158	4.3675
zaman	5526	1102.6232	4756	3.0656	652	888.2870	601	0.9269	4961	717.1230	4390	3.1136
dəfə	5468	1091.0502	4654	2.9999	1045	1423.7115	980	1.5115	6753	976.1603	5547	3.9342
yaxşı	5465	1090.4516	4755	3.0650	1842	2509.5470	1755	2.7067	5142	743.2869	4456	3.1604
bunu	5373	1072.0945	4819	3.1062	800	1089.9227	793	1.2230	5339	771.7637	4803	3.4065
biri	5355	1068.5029	4698	3.0282	691	941.4207	615	0.9485	5973	863.4097	5407	3.8349
digər	5263	1050.1458	4758	3.0669	247	336.5136	247	0.3809	10319	1491.6331	9124	6.4712
hələ	5044	1006.4479	4475	2.8845	1316	1792.9229	1278	1.9711	4797	693.4164	4381	3.1072
olduğunu	5020	1001.6591	4351	2.8046	413	562.6726	401	0.6185	7015	1014.0330	6245	4.4292
ildə	4991	995.8726	3728	2.4030	367	500.0020	361	0.5568	11798	1705.4257	8838	6.2683
tərəfindən	4965	990.6848	4307	2.7762	250	340.6008	250	0.3856	10312	1490.6212	8774	6.2229
əgər	4963	990.2857	4313	2.7801	571	777.9323	560	0.8637	3748	541.7813	3350	2.3760
qəbul	4938	985.2974	4159	2.6808	461	628.0680	449	0.6925	8906	1287.3810	7342	5.2073
məni	4919	981.5062	3955	2.5493	995	1355.5914	959	1.4791	2248	324.9531	1888	1.3391
milli	4907	979.1118	3501	2.2567	442	602.1823	422	0.6509	11002	1590.3622	8516	6.0399
qarşı	4887	975.1211	3935	2.5364	463	630.7928	448	0.6910	7948	1148.9001	6358	4.5094
şey	4826	962.9496	4234	2.7291	1583	2156.6846	1530	2.3597	2138	309.0524	1960	1.3901
s	4823	962.3510	3874	2.4971	609	829.7037	579	0.8930	3360	485.6951	2688	1.9065
vaxt	4776	952.9729	4250	2.7395	1062	1446.8724	1034	1.5947	3892	562.5968	3452	2.4483
olar	4768	951.3766	4328	2.7897	1603	2183.9326	1531	2.3613	4492	649.3280	4101	2.9086
yalnız	4756	948.9822	4184	2.6969	425	579.0214	414	0.6385	4163	601.7704	3776	2.6781
olur	4719	941.5995	4067	2.6215	1427	1944.1496	1354	2.0883	3999	578.0638	3555	2.5214
arasında	4660	929.8270	4096	2.6402	351	478.2036	345	0.5321	9568	1383.0745	8029	5.6945
lakin	4635	924.8387	4065	2.6202	139	189.3741	137	0.2113	4820	696.7411	4425	3.1384
olub	4625	922.8433	4078	2.6286	1088	1482.2949	1043	1.6086	7890	1140.5161	6913	4.9030
haqqında	4616	921.0475	3936	2.5371	439	598.0951	425	0.6555	7360	1063.9034	6110	4.3335
bağlı	4581	914.0638	3964	2.5551	516	703.0001	507	0.7819	15216	2199.5047	12654	8.9748
ilk	4571	912.0685	4000	2.5783	599	816.0796	584	0.9007	6696	967.9209	5941	4.2136
edib	4555	908.8760	4093	2.6383	730	994.5545	713	1.0997	11630	1681.1409	10213	7.2435
yoxdur	4528	903.4885	3973	2.5609	1356	1847.4190	1316	2.0297	4576	661.4704	4101	2.9086
son	4441	886.1291	4005	2.5815	731	995.9169	723	1.1151	8898	1286.2246	7915	5.6137
buna	4433	884.5328	4050	2.6105	385	524.5253	380	0.5861	4863	702.9569	4498	3.1902
allah	4409	879.7440	3463	2.2322	1013	1380.1146	964	1.4868	1427	206.2758	1142	0.8100
olduğu	4283	854.6028	3890	2.5074	399	543.5990	392	0.6046	5458	788.9654	5116	3.6285
qeyd	4241	846.2224	3812	2.4571	304	414.1706	292	0.4504	12374	1788.6877	11318	8.0272
hansı	4177	833.4522	3668	2.3643	631	859.6765	618	0.9531	5180	748.7799	4545	3.2235
əsas	4110	820.0835	3657	2.3572	488	664.8529	473	0.7295	7415	1071.8538	6619	4.6945
istifadə	4109	819.8839	3528	2.2741	701	955.0448	681	1.0503	5462	789.5436	4725	3.3512
deyə	4075	813.0998	3627	2.3379	769	1047.6882	731	1.1274	3335	482.0812	3154	2.2370
bəlkə	4000	798.1348	3311	2.1342	621	846.0525	611	0.9423	1845	266.6986	1676	1.1887
hətta	3978	793.7450	3661	2.3598	263	358.3121	261	0.4025	4234	612.0336	3903	2.7682
neçə	3974	792.9469	3619	2.3327	580	790.1940	573	0.8837	4652	672.4564	4295	3.0462
eyni	3906	779.3786	3419	2.2038	546	743.8723	513	0.7912	6423	928.4581	5793	4.1087
yenə	3897	777.5828	3356	2.1632	885	1205.7270	825	1.2724	2055	297.0546	1875	1.3298
ola	3896	777.3833	3475	2.2399	890	1212.5390	847	1.3063	3341	482.9486	3089	2.1909
barədə	3890	776.1861	3407	2.1961	294	400.5466	286	0.4411	8825	1275.6723	7878	5.5874
oldu	3877	773.5921	3420	2.2045	778	1059.9498	752	1.1598	3822	552.4781	3346	2.3731
dünya	3800	758.2280	3138	2.0227	461	628.0680	419	0.6462	7287	1053.3511	5938	4.2115
özünü	3729	744.0611	3271	2.1084	476	648.5040	461	0.7110	2882	416.5991	2633	1.8674
edə	3704	739.0728	3357	2.1639	655	892.3742	641	0.9886	3291	475.7210	3070	2.1774
siyasi	3635	725.3050	2716	1.7507	367	500.0020	344	0.5306	8941	1292.4403	6542	4.6399
niyə	3621	722.5115	3014	1.9428	1048	1427.7988	1014	1.5639	1742	251.8098	1493	1.0589
yəni	3618	721.9129	3237	2.0865	451	614.4439	449	0.6925	4151	600.0358	3694	2.6200
olsun	3584	715.1287	3169	2.0427	1592	2168.9462	1494	2.3042	2373	343.0221	2102	1.4908
özü	3571	712.5348	3231	2.0826	510	694.8257	505	0.7789	2851	412.1180	2665	1.8901
indi	3558	709.9409	3205	2.0659	1277	1739.7891	1261	1.9448	3093	447.0996	2809	1.9923
sənin	3517	701.7600	2801	1.8055	735	1001.3665	691	1.0657	814	117.6654	691	0.4901
bundan	3500	698.3679	3274	2.1104	295	401.9090	293	0.4519	6094	880.9005	5692	4.0370
azərbaycanda	3436	685.5978	2928	1.8873	723	985.0176	718	1.1074	8821	1275.0941	7269	5.1555
müəyyən	3377	673.8253	3021	1.9473	98	133.5155	96	0.1481	5050	729.9881	4433	3.1441
başa	3312	660.8556	3027	1.9511	698	950.9576	688	1.0611	4129	596.8556	3769	2.6731
dedi	3245	647.4868	2800	1.8048	247	336.5136	236	0.3640	2201	318.1592	1947	1.3809
şəkildə	3228	644.0948	2893	1.8648	174	237.0582	169	0.2606	5999	867.1680	5286	3.7491
davam	3211	640.7027	2945	1.8983	497	677.1145	492	0.7588	7639	1104.2335	6906	4.8980
hiss	3141	626.7353	2745	1.7694	500	681.2017	489	0.7542	1827	264.0967	1696	1.2029
insanlar	3135	625.5381	2739	1.7655	477	649.8664	466	0.7187	2360	341.1430	2077	1.4731
sadəcə	3111	620.7493	2772	1.7868	780	1062.6746	771	1.1891	1894	273.7817	1784	1.2653
siz	3101	618.7540	2613	1.6843	464	632.1552	454	0.7002	1778	257.0136	1555	1.1029
demək	3097	617.9558	2890	1.8628	538	732.9730	525	0.8097	3068	443.4858	2853	2.0235
iş	3067	611.9698	2666	1.7184	545	742.5098	522	0.8051	4608	666.0961	3893	2.7611
bunun	3057	609.9745	2877	1.8545	288	392.3722	288	0.4442	4437	641.3777	4126	2.9263
müxtəlif	3041	606.7820	2713	1.7487	99	134.8779	96	0.1481	5886	850.8337	5267	3.7356
səni	3023	603.1903	2460	1.5857	793	1080.3859	730	1.1259	601	86.8758	524	0.3716
ə	3014	601.3945	1907	1.2292	518	705.7250	507	0.7819	1916	276.9618	1533	1.0873
etdi	2974	593.4132	2583	1.6649	295	401.9090	291	0.4488	4016	580.5212	3480	2.4682
axı	2972	593.0141	2594	1.6720	658	896.4614	637	0.9824	1236	178.6664	1153	0.8178
həyata	2967	592.0165	2694	1.7365	115	156.6764	115	0.1774	9793	1415.5987	8279	5.8718
azərbaycanın	2962	591.0188	2451	1.5799	442	602.1823	439	0.6771	13404	1937.5763	10563	7.4918
həyat	2959	590.4202	2567	1.6546	464	632.1552	443	0.6832	2572	371.7880	2290	1.6242
olacaq	2935	585.6314	2574	1.6591	1242	1692.1050	1210	1.8662	3730	539.1793	3318	2.3533
halda	2911	580.8426	2697	1.7384	270	367.8489	261	0.4025	3152	455.6282	2896	2.0540
üzrə	2895	577.6500	2460	1.5857	205	279.2927	203	0.3131	10100	1459.9762	8021	5.6889
kim	2882	575.0561	2519	1.6237	879	1197.5526	835	1.2878	1764	254.9899	1557	1.1043
təhsil	2879	574.4575	2038	1.3137	208	283.3799	197	0.3038	6550	946.8162	4029	2.8575
gözəl	2875	573.6594	2516	1.6218	764	1040.8762	723	1.1151	2729	394.4827	2251	1.5965
adam	2863	571.2650	2505	1.6147	837	1140.3316	793	1.2230	1924	278.1182	1662	1.1788
cavab	2847	568.0724	2570	1.6566	484	659.4032	473	0.7295	3176	459.0975	2937	2.0831
deyir	2845	567.6733	2519	1.6237	729	993.1921	673	1.0380	2551	368.7524	2302	1.6327
sənə	2824	563.4831	2348	1.5135	801	1091.2851	777	1.1984	637	92.0797	571	0.4050
onları	2805	559.6920	2525	1.6276	199	271.1183	191	0.2946	2234	322.9294	2057	1.4589
əvvəl	2791	556.8985	2590	1.6695	406	553.1358	400	0.6169	3157	456.3510	3007	2.1327
gəlir	2764	551.5111	2553	1.6456	827	1126.7076	812	1.2524	2359	340.9984	2202	1.5618
bəzi	2760	550.7130	2473	1.5940	333	453.6803	331	0.5105	3934	568.6680	3545	2.5143
olmaq	2757	550.1144	2430	1.5663	716	975.4808	655	1.0102	2631	380.3166	2391	1.6958
əslində	2755	549.7153	2540	1.6372	344	468.6668	343	0.5290	2340	338.2519	2213	1.5696
cür	2753	549.3162	2455	1.5824	304	414.1706	296	0.4565	3383	489.0198	3066	2.1745
bizə	2742	547.1214	2392	1.5418	429	584.4711	418	0.6447	2278	329.2897	1981	1.4050
bəs	2735	545.7246	2517	1.6224	611	832.4285	599	0.9238	1478	213.6480	1417	1.0050
onlara	2728	544.3279	2481	1.5992	224	305.1784	218	0.3362	2647	382.6294	2468	1.7504
İndi	2712	541.1354	2542	1.6385	466	634.8800	466	0.7187	2070	299.2228	1947	1.3809
hesab	2711	540.9358	2463	1.5876	266	362.3993	258	0.3979	5053	730.4218	4555	3.2306
qadın	2689	536.5461	1995	1.2859	350	476.8412	313	0.4827	1372	198.3255	1116	0.7915
allahın	2634	525.5717	2056	1.3253	138	188.0117	136	0.2098	598	86.4422	491	0.3482
etdiyi	2598	518.3885	2416	1.5573	160	217.9845	159	0.2452	5220	754.5620	4857	3.4448
yaxın	2571	513.0011	2382	1.5354	334	455.0427	326	0.5028	4956	716.4002	4511	3.1994
olsa	2546	508.0128	2390	1.5405	681	927.7967	656	1.0118	1979	286.0686	1873	1.3284
lazımdır	2519	502.6254	2245	1.4471	768	1046.3258	761	1.1737	2917	421.6585	2619	1.8575
söz	2508	500.4305	2229	1.4368	488	664.8529	468	0.7218	2837	410.0943	2541	1.8022
həmişə	2494	497.6370	2245	1.4471	493	671.6649	482	0.7434	2325	336.0836	2123	1.5057
burada	2493	497.4375	2201	1.4187	117	159.4012	114	0.1758	4662	673.9019	4108	2.9136
beynəlxalq	2476	494.0454	1929	1.2434	259	352.8625	255	0.3933	10411	1504.9319	7907	5.6080
verir	2457	490.2543	2312	1.4903	349	475.4788	345	0.5321	4463	645.1360	4209	2.9852
gələn	2415	481.8739	2237	1.4419	478	651.2288	461	0.7110	3401	491.6217	3161	2.2419
yer	2408	480.4771	2120	1.3665	319	434.6067	309	0.4766	2768	400.1202	2501	1.7738
məhz	2398	478.4818	2138	1.3781	88	119.8915	88	0.1357	4508	651.6409	4106	2.9122
yerinə	2377	474.2916	2164	1.3949	226	307.9032	224	0.3455	2895	418.4783	2654	1.8823
ondan	2375	473.8925	2183	1.4071	244	332.4264	237	0.3655	2060	297.7773	1937	1.3738
ey	2374	473.6930	1181	0.7612	179	243.8702	174	0.2684	283	40.9082	257	0.1823
etməyə	2354	469.7023	2217	1.4290	218	297.0039	218	0.3362	2848	411.6844	2639	1.8717
yerdə	2350	468.9042	2139	1.3788	431	587.1959	416	0.6416	1834	265.1085	1661	1.1781
yol	2349	468.7046	2071	1.3349	283	385.5602	270	0.4164	3581	517.6411	2989	2.1199
içində	2346	468.1060	2127	1.3710	192	261.5815	189	0.2915	1045	151.0569	969	0.6873
daxil	2342	467.3079	2124	1.3691	218	297.0039	217	0.3347	3896	563.1750	3531	2.5043
tam	2317	462.3196	2130	1.3730	378	514.9885	373	0.5753	3409	492.7781	3081	2.1852
İran	2308	460.5238	1542	0.9939	161	219.3469	154	0.2375	2590	374.3899	1794	1.2724
insanların	2295	457.9298	2079	1.3401	202	275.2055	199	0.3069	2613	377.7146	2299	1.6306
xüsusi	2288	456.5331	2059	1.3272	200	272.4807	193	0.2977	5793	837.3903	5130	3.6384
əldə	2279	454.7373	2056	1.3253	181	246.5950	173	0.2668	4840	699.6322	4343	3.0803
olmayan	2265	451.9438	2108	1.3588	359	489.1028	344	0.5306	2117	306.0168	1966	1.3944
təşkil	2232	445.3592	2035	1.3117	143	194.8237	140	0.2159	5285	763.9578	4752	3.3703
əli	2225	443.9625	1770	1.1409	465	633.5176	459	0.7079	2771	400.5539	2285	1.6206
sizin	2224	443.7629	1886	1.2157	349	475.4788	338	0.5213	1816	262.5066	1512	1.0724
səbəb	2206	440.1713	2051	1.3220	183	249.3198	180	0.2776	2828	408.7933	2623	1.8603
türk	2202	439.3732	1491	0.9611	415	565.3974	378	0.5830	3255	470.5171	2197	1.5582
ilin	2199	438.7746	1845	1.1892	196	267.0311	191	0.2946	7355	1063.1807	5885	4.1739
tək	2197	438.3755	1941	1.2511	429	584.4711	410	0.6323	775	112.0279	722	0.5121
edirəm	2184	435.7816	1976	1.2737	1528	2081.7524	1494	2.3042	2990	432.2108	2640	1.8724
onda	2174	433.7862	2018	1.3008	530	722.0738	526	0.8113	1484	214.5153	1369	0.9710
İslam	2161	431.1923	1578	1.0171	76	103.5427	64	0.0987	1632	235.9090	1228	0.8710
verən	2146	428.1993	1975	1.2730	230	313.3528	225	0.3470	3968	573.5827	3660	2.5958
xalq	2140	427.0021	1720	1.1087	289	393.7346	270	0.4164	3536	511.1362	2941	2.0859
xarici	2137	426.4035	1779	1.1467	228	310.6280	227	0.3501	6650	961.2715	5307	3.7640
dünyanın	2135	426.0044	1884	1.2144	282	384.1978	280	0.4318	3625	524.0014	3227	2.2887
özünə	2127	424.4082	1963	1.2653	236	321.5272	233	0.3594	1301	188.0623	1215	0.8617
uzun	2127	424.4082	1955	1.2602	248	337.8760	237	0.3655	2250	325.2422	2126	1.5079
ay	2114	421.8142	1877	1.2099	569	775.2075	533	0.8220	2017	291.5616	1832	1.2993
günü	2110	421.0161	1784	1.1499	681	927.7967	647	0.9979	2299	332.3253	2077	1.4731
insanın	2087	416.4268	1794	1.1564	231	314.7152	223	0.3439	1254	181.2683	1126	0.7986
olması	2086	416.2273	1913	1.2331	214	291.5543	211	0.3254	2772	400.6984	2580	1.8299
tarixi	2079	414.8305	1720	1.1087	144	196.1861	137	0.2113	3983	575.7510	3283	2.3285
uşaq	2072	413.4338	1708	1.1009	254	346.0505	240	0.3702	2455	354.8754	1841	1.3057
dünyada	2070	413.0347	1905	1.2279	306	416.8954	301	0.4642	3146	454.7609	2852	2.0228
min	2069	412.8352	1607	1.0358	202	275.2055	190	0.2930	5490	793.5910	3521	2.4973
edirlər	2051	409.2436	1904	1.2273	297	404.6338	290	0.4473	2734	395.2054	2537	1.7994
iştirak	2048	408.6450	1845	1.1892	157	213.8973	156	0.2406	6097	881.3341	5404	3.8328
pul	2028	404.6543	1612	1.0391	477	649.8664	438	0.6755	1873	270.7461	1500	1.0639
bəzən	2026	404.2553	1637	1.0552	393	535.4245	356	0.5491	1415	204.5412	1236	0.8766
inkişaf	2020	403.0581	1704	1.0984	188	256.1318	181	0.2792	7739	1118.6887	6105	4.3299
sosial	2016	402.2599	1647	1.0616	296	403.2714	288	0.4442	5389	778.9913	3809	2.7015
kəs	2016	402.2599	1669	1.0758	258	351.5001	250	0.3856	1051	151.9243	970	0.6880
olunur	2014	401.8609	1869	1.2047	230	313.3528	229	0.3532	3878	560.5730	3596	2.5504
altında	2004	399.8655	1824	1.1757	158	215.2597	153	0.2360	2443	353.1408	2262	1.6043
yüksək	1982	395.4758	1786	1.1512	104	141.6900	104	0.1604	6754	976.3049	5865	4.1597
məsələn	1976	394.2786	1850	1.1925	135	183.9245	134	0.2067	2058	297.4882	1968	1.3958
azad	1976	394.2786	1665	1.0732	415	565.3974	390	0.6015	2697	389.8570	2284	1.6199
təbii	1957	390.4874	1780	1.1474	179	243.8702	178	0.2745	4124	596.1329	3589	2.5455
birinci	1947	388.4921	1781	1.1480	219	298.3663	219	0.3378	3520	508.8234	3140	2.2270
erməni	1945	388.0930	1357	0.8747	255	347.4129	238	0.3671	4178	603.9387	2932	2.0795
əsasən	1944	387.8935	1783	1.1493	131	178.4748	129	0.1990	3502	506.2215	3266	2.3164
yerə	1944	387.8935	1766	1.1383	339	461.8547	330	0.5090	1311	189.5078	1187	0.8419
yenidən	1942	387.4944	1715	1.1055	231	314.7152	229	0.3532	3586	518.3638	3163	2.2433
üç	1930	385.1000	1698	1.0945	91	123.9787	89	0.1373	2007	290.1161	1817	1.2887
kişi	1927	384.5014	1578	1.0171	325	442.7811	296	0.4565	784	113.3288	617	0.4376
gəlib	1917	382.5061	1824	1.1757	408	555.8606	399	0.6154	1735	250.7979	1626	1.1532
sizə	1907	380.5107	1706	1.0997	327	445.5059	322	0.4966	1093	157.9954	984	0.6979
nəzərdə	1902	379.5131	1801	1.1609	167	227.5214	167	0.2576	4292	620.4176	3887	2.7568
olunan	1895	378.1163	1763	1.1364	145	197.5485	144	0.2221	4866	703.3905	4396	3.1178
hərbi	1889	376.9191	1322	0.8521	188	256.1318	171	0.2637	5579	806.4562	3505	2.4859
lazım	1883	375.7219	1740	1.1216	462	629.4304	445	0.6863	1314	189.9415	1238	0.8780
bilməz	1878	374.7243	1683	1.0848	330	449.5931	319	0.4920	1781	257.4473	1643	1.1653
dini	1875	374.1257	1358	0.8753	120	163.4884	113	0.1743	1820	263.0848	1261	0.8944
üzərində	1873	373.7266	1699	1.0951	142	193.4613	141	0.2175	2386	344.9013	2190	1.5532
deyib	1864	371.9308	1729	1.1145	242	329.7016	234	0.3609	4657	673.1791	4410	3.1278
avropa	1853	369.7359	1388	0.8947	200	272.4807	190	0.2930	6232	900.8487	4325	3.0675
zamanı	1851	369.3369	1723	1.1106	152	207.0853	152	0.2344	4176	603.6496	3861	2.7384
bilmirəm	1847	368.5387	1642	1.0584	890	1212.5390	857	1.3218	722	104.3666	664	0.4709
əlavə	1841	367.3415	1740	1.1216	257	350.1377	251	0.3871	4070	588.3270	3619	2.5668
ölkədə	1835	366.1443	1637	1.0552	242	329.7016	242	0.3732	3921	566.7888	3523	2.4987
yaxud	1835	366.1443	1612	1.0391	54	73.5698	54	0.0833	1602	231.5725	1422	1.0085
a	1822	363.5504	1474	0.9501	254	346.0505	244	0.3763	2268	327.8442	1978	1.4029
qarşısında	1819	362.9518	1679	1.0822	168	228.8838	160	0.2468	2638	381.3284	2443	1.7327
qız	1818	362.7522	1386	0.8934	465	633.5176	427	0.6586	596	86.1531	501	0.3553
bizi	1816	362.3532	1609	1.0371	345	470.0292	325	0.5012	1616	233.5962	1427	1.0121
ciddi	1815	362.1536	1637	1.0552	292	397.8218	280	0.4318	4391	634.7283	3910	2.7731
zamanda	1808	360.7569	1721	1.1093	113	153.9516	112	0.1727	4813	695.7293	4512	3.2001
edərək	1802	359.5597	1702	1.0971	72	98.0930	71	0.1095	3270	472.6854	3126	2.2171
mümkün	1798	358.7616	1688	1.0880	220	299.7287	217	0.3347	2864	413.9972	2679	1.9001
şeyi	1795	358.1630	1656	1.0674	356	485.0156	344	0.5306	743	107.4022	693	0.4915
pis	1793	357.7639	1591	1.0255	704	959.1320	673	1.0380	894	129.2296	817	0.5795
təmin	1783	355.7686	1616	1.0416	83	113.0795	81	0.1249	6289	909.0881	5321	3.7739
edirdi	1766	352.3765	1563	1.0075	55	74.9322	55	0.0848	1377	199.0482	1242	0.8809
nəfər	1756	350.3812	1388	0.8947	374	509.5389	343	0.5290	3333	481.7921	2281	1.6178
baxmayaraq	1745	348.1863	1666	1.0739	86	117.1667	84	0.1296	2503	361.8139	2387	1.6930
başladı	1738	346.7896	1572	1.0133	143	194.8237	142	0.2190	1318	190.5197	1163	0.8249
bununla	1737	346.5900	1668	1.0752	75	102.1803	75	0.1157	3994	577.3411	3776	2.6781
edilməsi	1734	345.9914	1566	1.0094	67	91.2810	63	0.0972	4702	679.6840	4063	2.8817
