Word	BlogFreq	BlogFreqPm	BlogCD	BlogCDPc	TwitterFreq	TwitterFreqPm	TwitterCD	TwitterCDPc	NewsFreq	NewsFreqPm	NewsCD	NewsCDPc.
ਨਾ	17716	3739.9964	13350	9.8330	0	0	0	0	10341	2557.7288	8600	5.1222
ਚ	15484	3268.8024	8920	6.5701	0	0	0	0	20801	5144.8910	15890	9.4641
ਆਪਣੇ	15318	3233.7584	11025	8.1205	0	0	0	0	12039	2977.7098	10712	6.3801
ਦੀਆਂ	13335	2815.1305	9803	7.2205	0	0	0	0	13115	3243.8462	11416	6.7994
ਕਰਨ	12724	2686.1432	9149	6.7388	0	0	0	0	15305	3785.5178	13080	7.7904
ਕੀ	12440	2626.1885	9483	6.9848	0	0	0	0	4854	1200.5817	4144	2.4682
ਰਿਹਾ	11835	2498.4679	8833	6.5060	0	0	0	0	8592	2125.1336	7729	4.6034
ਗਈ	10745	2268.3597	8453	6.2261	0	0	0	0	8360	2067.7510	7671	4.5688
ਜਾ	10679	2254.4266	8309	6.1200	0	0	0	0	10406	2573.8058	9244	5.5057
ਰਹੇ	10442	2204.3939	7772	5.7245	0	0	0	0	10143	2508.7558	8993	5.3562
ਕੀਤਾ	10323	2179.2720	7814	5.7554	0	0	0	0	12962	3206.0034	11658	6.9435
ਆ	10316	2177.7942	8210	6.0471	0	0	0	0	5409	1337.8547	5082	3.0268
ਦਿੱਤਾ	9954	2101.3730	7661	5.6428	0	0	0	0	8269	2045.2432	7765	4.6248
ਹਾਂ	9789	2066.5401	7197	5.3010	0	0	0	0	5432	1343.5435	4661	2.7761
ਇੱਕ	9710	2049.8625	6232	4.5902	0	0	0	0	7160	1770.9446	5918	3.5248
ਹੁਣ	9166	1935.0196	7436	5.4770	0	0	0	0	6417	1587.1720	6012	3.5807
ਹੋਰ	8969	1893.4312	7253	5.3422	0	0	0	0	7446	1841.6835	6880	4.0977
ਜਾਂ	8770	1851.4206	6213	4.5762	0	0	0	0	8552	2115.2400	7116	4.2383
ਹੋਇਆ	8550	1804.9768	7081	5.2156	0	0	0	0	5353	1324.0037	5067	3.0179
ਏ	8495	1793.3658	5657	4.1667	0	0	0	0	2708	669.7930	2260	1.3461
ਵਾਲੇ	8282	1748.3997	6204	4.5696	0	0	0	0	7894	1952.4912	7062	4.2061
ਕਰਕੇ	7821	1651.0788	6284	4.6285	0	0	0	0	6666	1648.7593	6144	3.6594
ਜੇ	7566	1597.2461	6074	4.4738	0	0	0	0	3263	807.0660	3036	1.8082
ਜਾਂਦਾ	7433	1569.1687	5515	4.0621	0	0	0	0	5756	1423.6812	5094	3.0340
ਕੀਤੀ	7351	1551.8578	5836	4.2985	0	0	0	0	9634	2382.8604	8703	5.1835
ਹੋਏ	6922	1461.2923	5735	4.2241	0	0	0	0	6166	1525.0900	5744	3.4211
ਅਸੀਂ	6758	1426.6705	4817	3.5480	0	0	0	0	4725	1168.6751	4140	2.4658
ਘਰ	6675	1409.1486	4712	3.4707	0	0	0	0	4472	1106.0984	3888	2.3157
ਹੋਣ	6402	1351.5160	5285	3.8927	0	0	0	0	7124	1762.0404	6529	3.8887
ਹੋਈ	6299	1329.7718	5412	3.9862	0	0	0	0	4398	1087.7953	4192	2.4968
ਸਭ	6242	1317.7386	5245	3.8632	0	0	0	0	4682	1158.0395	4417	2.6308
ਅੱਜ	6205	1309.9276	5117	3.7690	0	0	0	0	4608	1139.7364	4306	2.5647
ਦਿਨ	6150	1298.3166	4836	3.5620	0	0	0	0	4342	1073.9444	3918	2.3336
ਬਹੁਤ	5976	1261.5838	4711	3.4699	0	0	0	0	6200	1533.4995	5747	3.4229
ਉੱਤੇ	5863	1237.7285	4390	3.2335	0	0	0	0	1013	250.5540	915	0.5450
ਕਰਦੇ	5786	1221.4732	4634	3.4132	0	0	0	0	4845	1198.3557	4444	2.6468
ਸਾਰੇ	5746	1213.0289	4806	3.5399	0	0	0	0	4273	1056.8780	4029	2.3997
ਪਹਿਲਾਂ	5707	1204.7956	4917	3.6216	0	0	0	0	6056	1497.8828	5755	3.4277
ਕੰਮ	5617	1185.7959	4183	3.0810	0	0	0	0	5148	1273.2993	4579	2.7273
ਤੱਕ	5535	1168.4850	4385	3.2298	0	0	0	0	6874	1700.2058	6118	3.6439
ਈ	5392	1138.2965	4122	3.0361	0	0	0	0	1365	337.6172	1171	0.6974
ਬਾਰੇ	5115	1079.8195	4045	2.9794	0	0	0	0	4811	1189.9462	4344	2.5873
ਐ	5113	1079.3972	3634	2.6766	0	0	0	0	1039	256.9848	822	0.4896
ਕਰਦਾ	5099	1076.4417	4178	3.0773	0	0	0	0	2701	668.0617	2524	1.5033
ਸਕਦਾ	4909	1036.3311	3963	2.9190	0	0	0	0	4405	1089.5267	4012	2.3895
ਦੋ	4890	1032.3201	4064	2.9934	0	0	0	0	3961	979.7083	3697	2.2019
ਪਤਾ	4795	1012.2648	4161	3.0648	0	0	0	0	2702	668.3090	2575	1.5337
ਪੰਜਾਬੀ	4441	937.5324	2502	1.8429	0	0	0	0	4351	1076.1704	3450	2.0548
ਕਦੇ	4373	923.1770	3236	2.3835	0	0	0	0	2362	584.2139	1938	1.1543
ਬਾਅਦ	4326	913.2549	3633	2.6759	0	0	0	0	5792	1432.5854	5452	3.2472
ਸਮੇਂ	4303	908.3994	3453	2.5433	0	0	0	0	5523	1366.0513	5037	3.0000
ਵੱਲ	4150	876.0998	3581	2.6376	0	0	0	0	2124	525.3473	1997	1.1894
ਵਾਂਗ	4093	864.0667	3544	2.6104	0	0	0	0	1631	403.4093	1571	0.9357
ਅੰਦਰ	4052	855.4112	3354	2.4704	0	0	0	0	2132	527.3260	1937	1.1537
ਵਾਲੀ	3986	841.4781	3394	2.4999	0	0	0	0	3395	839.7147	3216	1.9154
ਵਾਲਾ	3924	828.3894	3353	2.4697	0	0	0	0	2485	614.6365	2327	1.3860
ਜਿਵੇਂ	3917	826.9116	3420	2.5190	0	0	0	0	2001	494.9246	1915	1.1406
ਮੇਰਾ	3905	824.3783	3333	2.4549	0	0	0	0	1308	323.5189	1237	0.7368
ਵਾਰ	3824	807.2785	3029	2.2310	0	0	0	0	4366	1079.8805	3919	2.3342
ਇਹਨਾਂ	3820	806.4341	2657	1.9570	0	0	0	0	1373	339.5959	1171	0.6974
ਨਾਂ	3778	797.5675	2835	2.0881	0	0	0	0	2404	594.6021	2202	1.3115
ਸਾਲ	3728	787.0121	2839	2.0911	0	0	0	0	5623	1390.7852	4965	2.9572
ਦੇਣ	3296	695.8133	2900	2.1360	0	0	0	0	3507	867.4166	3329	1.9828
ਕਰਨਾ	3192	673.8580	2783	2.0498	0	0	0	0	3561	880.7729	3276	1.9512
ਪਾਣੀ	3141	663.0915	2150	1.5836	0	0	0	0	2600	643.0805	1896	1.1293
ਅੱਗੇ	3120	658.6582	2757	2.0307	0	0	0	0	2020	499.6240	1924	1.1459
ਬਾਹਰ	3037	641.1362	2611	1.9231	0	0	0	0	1949	482.0630	1863	1.1096
ਕੀਤੇ	2782	587.3036	2397	1.7655	0	0	0	0	4015	993.0646	3684	2.1942
ਉਸਦੇ	2744	579.2814	2218	1.6337	0	0	0	0	1029	254.5115	974	0.5801
ਰੂਪ	2706	571.2593	2174	1.6013	0	0	0	0	1833	453.3717	1722	1.0256
ਰਹਿ	2618	552.6818	2411	1.7758	0	0	0	0	1766	436.8000	1717	1.0226
ਭਾਰਤ	2594	547.6152	1781	1.3118	0	0	0	0	4866	1203.5498	4181	2.4902
ਨਹੀ	2478	523.1266	1879	1.3840	0	0	0	0	1467	362.8458	1178	0.7016
ਪਾਸੇ	2361	498.4269	1935	1.4252	0	0	0	0	1738	429.8745	1500	0.8934
ਜੀਵਨ	2360	498.2158	1835	1.3516	0	0	0	0	1813	448.4249	1642	0.9780
ਬਣਾ	2307	487.0271	2099	1.5460	0	0	0	0	1773	438.5314	1720	1.0244
ਦਿੱਤੇ	2263	477.7383	2022	1.4893	0	0	0	0	2203	544.8870	2105	1.2537
ਯਾਦ	2246	474.1495	2029	1.4945	0	0	0	0	1279	316.3461	1228	0.7314
ਥਾਂ	2152	454.3053	1800	1.3258	0	0	0	0	1753	433.5846	1609	0.9583
ਸਾਹਮਣੇ	2140	451.7720	1943	1.4311	0	0	0	0	1723	426.1645	1674	0.9970
ਰਾਜ	2121	447.7609	1517	1.1174	0	0	0	0	2554	631.7029	2176	1.2960
ਸ਼ੁਰੂ	2078	438.6832	1761	1.2971	0	0	0	0	3099	766.5024	2906	1.7308
ਆਉਣ	2059	434.6722	1907	1.4046	0	0	0	0	2267	560.7167	2180	1.2984
ਦੇਸ਼	2019	426.2279	1412	1.0400	0	0	0	0	3559	880.2782	2994	1.7832
ਵੱਡੇ	1986	419.2613	1653	1.2175	0	0	0	0	1549	383.1275	1437	0.8559
ਮੁੱਖ	1983	418.6280	1514	1.1151	0	0	0	0	3643	901.0547	3130	1.8642
ਕੁੱਝ	1981	418.2057	1498	1.1034	0	0	0	0	1165	288.1495	1064	0.6337
ਆਮ	1953	412.2947	1617	1.1910	0	0	0	0	2196	543.1556	2057	1.2251
ਅਨੁਸਾਰ	1947	411.0280	1663	1.2249	0	0	0	0	2479	613.1525	2357	1.4038
ਲੋੜ	1934	408.2836	1683	1.2396	0	0	0	0	2083	515.2064	1967	1.1715
ਰਾਹੀਂ	1929	407.2281	1638	1.2065	0	0	0	0	1988	491.7092	1871	1.1144
ਤਿੰਨ	1909	403.0059	1660	1.2227	0	0	0	0	1876	464.0073	1778	1.0590
ਚਾਰ	1822	384.6395	1640	1.2080	0	0	0	0	1333	329.7024	1265	0.7534
ਭਰ	1783	376.4063	1642	1.2094	0	0	0	0	1350	333.9072	1304	0.7767
ਠੀਕ	1773	374.2952	1624	1.1962	0	0	0	0	1226	303.2372	1163	0.6927
ਬੰਦ	1768	373.2396	1520	1.1196	0	0	0	0	1358	335.8859	1277	0.7606
ਹੋਣਾ	1703	359.5176	1558	1.1476	0	0	0	0	1541	381.1488	1455	0.8666
ਘੱਟ	1674	353.3955	1431	1.0540	0	0	0	0	2647	654.7054	2354	1.4020
ਵੱਡਾ	1640	346.2178	1514	1.1151	0	0	0	0	1542	381.3962	1507	0.8976
ਲੱਗਾ	1637	345.5844	1466	1.0798	0	0	0	0	1391	344.0480	1353	0.8058
ਪਿੱਛੇ	1626	343.2623	1463	1.0776	0	0	0	0	1068	264.1577	1037	0.6176
ਮੁੜ	1624	342.8400	1409	1.0378	0	0	0	0	1113	275.2879	1056	0.6290
ਸਮਾਂ	1599	337.5623	1382	1.0179	0	0	0	0	1725	426.6591	1606	0.9565
ਤੋ	1588	335.2401	1271	0.9362	0	0	0	0	627	155.0813	504	0.3002
ਸ	1585	334.6068	834	0.6143	0	0	0	0	4619	1142.4572	2083	1.2406
ਤਿਆਰ	1577	332.9179	1398	1.0297	0	0	0	0	1770	437.7894	1648	0.9815
ਬਿਨਾਂ	1554	328.0624	1426	1.0503	0	0	0	0	895	221.3681	861	0.5128
ਵਿੱਚੋਂ	1529	322.7847	1283	0.9450	0	0	0	0	1219	301.5058	1137	0.6772
ਲਿਖਿਆ	1524	321.7292	1321	0.9730	0	0	0	0	686	169.6743	654	0.3895
ਬਾਕੀ	1509	318.5626	1407	1.0363	0	0	0	0	1156	285.9235	1132	0.6742
ਪਹਿਲੀ	1508	318.3515	1373	1.0113	0	0	0	0	1457	360.3724	1416	0.8434
ਲਾਲ	1464	309.0627	1182	0.8706	0	0	0	0	1032	255.2535	911	0.5426
ਚੱਲ	1461	308.4294	1347	0.9921	0	0	0	0	1114	275.5352	1068	0.6361
ਰੰਗ	1460	308.2183	1207	0.8890	0	0	0	0	971	240.1658	808	0.4812
ਪਹੁੰਚ	1435	302.9405	1297	0.9553	0	0	0	0	1256	310.6573	1219	0.7260
ਕਰੋ	1364	287.9519	1198	0.8824	0	0	0	0	1970	487.2571	1701	1.0131
ਆਪਣੀਆਂ	1360	287.1074	1253	0.9229	0	0	0	0	1278	316.0988	1246	0.7421
ਹੇਠ	1359	286.8963	1265	0.9317	0	0	0	0	1008	249.3173	956	0.5694
ਰੱਖਿਆ	1357	286.4741	1251	0.9214	0	0	0	0	1311	324.2610	1265	0.7534
ਓ	1345	283.9408	1127	0.8301	0	0	0	0	551	136.2836	474	0.2823
ਸਵਾਲ	1342	283.3075	1149	0.8463	0	0	0	0	1011	250.0594	906	0.5396
ਸਾਡਾ	1323	279.2964	1193	0.8787	0	0	0	0	794	196.3869	764	0.4550
ਪ੍ਰਾਪਤ	1305	275.4965	1127	0.8301	0	0	0	0	1372	339.3486	1263	0.7522
ਜਵਾਬ	1276	269.3743	1165	0.8581	0	0	0	0	791	195.6449	747	0.4449
ਪੂਰਾ	1273	268.7410	1184	0.8721	0	0	0	0	1244	307.6893	1198	0.7135
ਨ	1240	261.7744	973	0.7167	0	0	0	0	235	58.1246	213	0.1269
ਧਿਆਨ	1217	256.9189	1116	0.8220	0	0	0	0	1466	362.5984	1396	0.8315
ਸ਼ਬਦ	1185	250.1635	894	0.6585	0	0	0	0	548	135.5416	498	0.2966
ਸੇਵਾ	1175	248.0524	950	0.6997	0	0	0	0	1358	335.8859	1138	0.6778
ਸ਼ਹਿਰ	1175	248.0524	926	0.6821	0	0	0	0	1104	273.0619	974	0.5801
੧	1150	242.7747	1079	0.7947	0	0	0	0	8	1.9787	8	0.0048
ਗਿਣਤੀ	1143	241.2969	953	0.7019	0	0	0	0	1750	432.8426	1567	0.9333
ਉਹੀ	1134	239.3969	1018	0.7498	0	0	0	0	515	127.3794	496	0.2954
ਸਾਰੀਆਂ	1127	237.9192	1024	0.7542	0	0	0	0	1138	281.4714	1107	0.6593
ਦਿਨਾਂ	1126	237.7081	1027	0.7564	0	0	0	0	1090	269.5991	1037	0.6176
ਲੇਖਕ	1105	233.2748	768	0.5657	0	0	0	0	514	127.1321	484	0.2883
ਉੱਪਰ	1101	232.4303	930	0.6850	0	0	0	0	514	127.1321	497	0.2960
ਸ਼ੁਰੂ	1096	231.3748	936	0.6894	0	0	0	0	412	101.9035	387	0.2305
ਸਾਹਿਤ	1075	226.9415	667	0.4913	0	0	0	0	503	124.4113	432	0.2573
ਬਦਲ	1072	226.3082	966	0.7115	0	0	0	0	807	199.6023	777	0.4628
ਹੋਈਆਂ	1069	225.6749	994	0.7321	0	0	0	0	1066	263.6630	1032	0.6147
ਨਵੀਂ	1065	224.8304	933	0.6872	0	0	0	0	1354	334.8965	1279	0.7618
ਕੇਸ	1064	224.6193	742	0.5465	0	0	0	0	1076	266.1364	969	0.5771
ਵੱਖ	1061	223.9860	597	0.4397	0	0	0	0	1308	323.5189	724	0.4312
ਮਹੀਨੇ	1057	223.1416	927	0.6828	0	0	0	0	1288	318.5722	1205	0.7177
ਸਹੀ	1056	222.9305	957	0.7049	0	0	0	0	1323	327.2290	1234	0.7350
ਹਿੱਸਾ	1044	220.3972	924	0.6806	0	0	0	0	1034	255.7481	996	0.5932
ਜਾਰੀ	1032	217.8639	902	0.6644	0	0	0	0	1630	403.1620	1526	0.9089
ਚੋਣ	1030	217.4416	638	0.4699	0	0	0	0	2740	677.7079	2198	1.3091
ਲਹਿਰ	1010	213.2195	684	0.5038	0	0	0	0	503	124.4113	445	0.2650
ਬਣਾਉਣ	1008	212.7973	911	0.6710	0	0	0	0	1628	402.6673	1523	0.9071
ਹੁਕਮ	1003	211.7417	857	0.6312	0	0	0	0	557	137.7676	507	0.3020
ਅਮਰੀਕਾ	999	210.8973	699	0.5149	0	0	0	0	2433	601.7749	2166	1.2901
ਵਾਲੀਆਂ	995	210.0529	880	0.6482	0	0	0	0	1267	313.3781	1193	0.7106
ਆਵਾਜ਼	989	208.7862	863	0.6356	0	0	0	0	521	128.8634	497	0.2960
ਵਿਕਾਸ	982	207.3084	659	0.4854	0	0	0	0	1717	424.6804	1320	0.7862
ਸਭਾ	981	207.0973	726	0.5347	0	0	0	0	1883	465.7387	1583	0.9428
ਬਿਆਨ	980	206.8862	771	0.5679	0	0	0	0	833	206.0331	793	0.4723
ਤਰਾਂ	970	204.7751	759	0.5590	0	0	0	0	721	178.3312	665	0.3961
ਕਿੱਥੇ	962	203.0863	862	0.6349	0	0	0	0	278	68.7601	258	0.1537
ਨੇੜੇ	953	201.1863	875	0.6445	0	0	0	0	695	171.9004	661	0.3937
ਖਾਸ	953	201.1863	871	0.6415	0	0	0	0	1023	253.0274	983	0.5855
ਪੇਸ਼	939	198.2308	781	0.5753	0	0	0	0	1495	369.7713	1393	0.8297
ਮਿਲਿਆ	925	195.2753	862	0.6349	0	0	0	0	878	217.1633	857	0.5104
ਬੀ	923	194.8531	663	0.4883	0	0	0	0	1317	325.7450	1108	0.6599
ਡੀ	913	192.7420	691	0.5090	0	0	0	0	1815	448.9196	1408	0.8386
ਅਰਥ	898	189.5753	750	0.5524	0	0	0	0	394	97.4514	374	0.2228
ਦੇਸ਼	897	189.3642	603	0.4441	0	0	0	0	669	165.4695	542	0.3228
ਦੁਆਰਾ	891	188.0976	742	0.5465	0	0	0	0	664	164.2329	616	0.3669
ਢੰਗ	885	186.8309	811	0.5973	0	0	0	0	991	245.1126	952	0.5670
ਪਾਉਣ	870	183.6643	816	0.6010	0	0	0	0	930	230.0249	898	0.5348
ਜਾਣਕਾਰੀ	867	183.0310	741	0.5458	0	0	0	0	2060	509.5176	1908	1.1364
ਕਿਤਾਬ	863	182.1865	629	0.4633	0	0	0	0	454	112.2917	423	0.2519
ਸਾਰਿਆਂ	854	180.2866	796	0.5863	0	0	0	0	462	114.2704	451	0.2686
ਦਿਓ	854	180.2866	750	0.5524	0	0	0	0	687	169.9216	636	0.3788
ਕੀਤੀਆਂ	852	179.8644	800	0.5892	0	0	0	0	1136	280.9767	1089	0.6486
ਮਾਲਕ	843	177.9644	720	0.5303	0	0	0	0	401	99.1828	375	0.2233
ਪਾਸ	843	177.9644	713	0.5252	0	0	0	0	940	232.4983	857	0.5104
ਆਗੂ	842	177.7533	658	0.4847	0	0	0	0	1131	279.7400	1025	0.6105
ਛੋਟੇ	817	172.4756	700	0.5156	0	0	0	0	724	179.0732	669	0.3985
ਪਹਿਲਾ	811	171.2089	745	0.5487	0	0	0	0	952	235.4664	893	0.5319
ਪੱਧਰ	792	167.1979	670	0.4935	0	0	0	0	1463	361.8564	1356	0.8076
ਹਰੇਕ	790	166.7756	676	0.4979	0	0	0	0	643	159.0387	598	0.3562
ਬਿਨਾ	790	166.7756	717	0.5281	0	0	0	0	434	107.3450	411	0.2448
ਪਾਈ	787	166.1423	756	0.5568	0	0	0	0	541	133.8102	529	0.3151
ਵਧੇਰੇ	779	164.4534	674	0.4964	0	0	0	0	1450	358.6410	1371	0.8166
ਕੇਂਦਰ	774	163.3979	582	0.4287	0	0	0	0	1605	396.9785	1374	0.8184
ਨਵਾਂ	773	163.1868	675	0.4972	0	0	0	0	732	181.0519	703	0.4187
ਖੇਤਰ	767	161.9201	610	0.4493	0	0	0	0	1235	305.4632	1091	0.6498
ਖਤਮ	758	160.0202	687	0.5060	0	0	0	0	731	180.8045	677	0.4032
ਕਾਲ	748	157.9091	524	0.3860	0	0	0	0	267	66.0394	237	0.1412
ਦੂਜਾ	744	157.0646	687	0.5060	0	0	0	0	674	166.7062	637	0.3794
ਚੋਣਾਂ	735	155.1647	507	0.3734	0	0	0	0	2506	619.8306	2220	1.3222
ਅੰਤ	734	154.9536	681	0.5016	0	0	0	0	434	107.3450	426	0.2537
ਹੌਲੀ	726	153.2647	415	0.3057	0	0	0	0	329	81.3744	196	0.1167
ਸਥਿਤੀ	707	149.2536	583	0.4294	0	0	0	0	957	236.7031	907	0.5402
ਕਿਸਮ	706	149.0425	642	0.4729	0	0	0	0	709	175.3631	673	0.4008
ਪਾਕਿਸਤਾਨ	704	148.6203	486	0.3580	0	0	0	0	2295	567.6422	1948	1.1602
ਜਗ੍ਹਾ	701	147.9870	594	0.4375	0	0	0	0	500	123.6693	466	0.2775
ਮਿਲੀ	699	147.5648	663	0.4883	0	0	0	0	799	197.6236	777	0.4628
ਘਟਨਾ	695	146.7203	571	0.4206	0	0	0	0	1038	256.7375	957	0.5700
ਹਜ਼ਾਰ	691	145.8759	503	0.3705	0	0	0	0	1084	268.1151	897	0.5343
ਫੋਨ	685	144.6093	495	0.3646	0	0	0	0	844	208.7538	743	0.4425
ਮੈਂਬਰ	684	144.3981	557	0.4103	0	0	0	0	1455	359.8777	1277	0.7606
ਹਮੇਸ਼ਾ	683	144.1870	621	0.4574	0	0	0	0	750	185.5040	720	0.4288
ਪਾਠ	677	142.9204	480	0.3535	0	0	0	0	406	100.4195	343	0.2043
੨	666	140.5982	648	0.4773	0	0	0	0	3	0.7420	3	0.0018
ਕਲਾ	659	139.1204	512	0.3771	0	0	0	0	389	96.2147	362	0.2156
ਵਧੀਆ	641	135.3205	571	0.4206	0	0	0	0	1030	254.7588	972	0.5789
ਲਗਾਤਾਰ	640	135.1094	579	0.4265	0	0	0	0	934	231.0143	907	0.5402
ਹੇਠਾਂ	638	134.6872	584	0.4301	0	0	0	0	432	106.8503	414	0.2466
ਲੇਖ	637	134.4760	504	0.3712	0	0	0	0	281	69.5022	257	0.1531
ਵਿਚਕਾਰ	633	133.6316	582	0.4287	0	0	0	0	565	139.7463	550	0.3276
ਜੋੜ	627	132.3650	591	0.4353	0	0	0	0	356	88.0526	338	0.2013
ਕਾਰਜ	623	131.5205	504	0.3712	0	0	0	0	622	153.8446	578	0.3443
ਪੇਸ਼	602	127.0873	496	0.3653	0	0	0	0	173	42.7896	164	0.0977
ਰਹਿਣਾ	596	125.8206	570	0.4198	0	0	0	0	502	124.1640	484	0.2883
ਵੇਖਿਆ	595	125.6095	550	0.4051	0	0	0	0	479	118.4752	468	0.2787
ਪਸੰਦ	595	125.6095	519	0.3823	0	0	0	0	827	204.5491	767	0.4568
ਸਿਰਫ਼	592	124.9762	526	0.3874	0	0	0	0	1198	296.3117	1140	0.6790
ਗਲਤ	591	124.7651	522	0.3845	0	0	0	0	495	122.4326	475	0.2829
ਵਰਤੋਂ	589	124.3428	496	0.3653	0	0	0	0	1405	347.5108	1285	0.7653
ਮਾਰਚ	585	123.4984	490	0.3609	0	0	0	0	993	245.6073	904	0.5384
ਅਸਰ	584	123.2873	524	0.3860	0	0	0	0	602	148.8979	566	0.3371
ਭਾਸ਼ਾ	580	122.4429	391	0.2880	0	0	0	0	607	150.1346	481	0.2865
ਵਰਗ	574	121.1762	387	0.2850	0	0	0	0	598	147.9085	497	0.2960
ਪ੍ਰਕਾਸ਼	573	120.9651	467	0.3440	0	0	0	0	869	214.9373	835	0.4973
ਖਾਲੀ	572	120.7540	511	0.3764	0	0	0	0	373	92.2573	351	0.2091
ਇਕੱਠੇ	568	119.9096	519	0.3823	0	0	0	0	450	111.3024	438	0.2609
ਸ਼ਬਦ	567	119.6985	429	0.3160	0	0	0	0	84	20.7764	77	0.0459
ਛੇ	564	119.0651	511	0.3764	0	0	0	0	465	115.0125	450	0.2680
ਘੰਟੇ	558	117.7985	494	0.3639	0	0	0	0	644	159.2861	582	0.3466
ਯੋਗ	553	116.7429	459	0.3381	0	0	0	0	607	150.1346	573	0.3413
ਕਰਮ	552	116.5318	466	0.3432	0	0	0	0	232	57.3826	212	0.1263
ਪੜ੍ਹਨ	547	115.4763	492	0.3624	0	0	0	0	335	82.8584	319	0.1900
ਗੁਣ	541	114.2096	460	0.3388	0	0	0	0	193	47.7364	183	0.1090
੩	527	111.2541	509	0.3749	0	0	0	0	7	1.7314	7	0.0042
ਹਿੰਦੀ	527	111.2541	407	0.2998	0	0	0	0	360	89.0419	341	0.2031
ਵੱਖ-ਵੱਖ	525	110.8319	453	0.3337	0	0	0	0	1101	272.3198	994	0.5920
ਅਧਿਕਾਰ	524	110.6208	420	0.3094	0	0	0	0	645	159.5334	561	0.3341
ਵਿਭਾਗ	523	110.4097	367	0.2703	0	0	0	0	1584	391.7844	1217	0.7248
ਉਪਰੰਤ	522	110.1986	472	0.3477	0	0	0	0	580	143.4564	563	0.3353
ਪੂਰਨ	521	109.9875	441	0.3248	0	0	0	0	340	84.0951	323	0.1924
ਬਰਾਬਰ	515	108.7208	470	0.3462	0	0	0	0	485	119.9592	467	0.2781
ਮੀਡੀਆ	514	108.5097	343	0.2526	0	0	0	0	813	201.0863	747	0.4449
ਪ੍ਰੋਗਰਾਮ	513	108.2986	405	0.2983	0	0	0	0	1001	247.5860	913	0.5438
ਪਛਾਣ	513	108.2986	453	0.3337	0	0	0	0	533	131.8315	499	0.2972
ਛੋਟੀ	505	106.6097	467	0.3440	0	0	0	0	403	99.6775	388	0.2311
ਸਿੱਧਾ	504	106.3986	481	0.3543	0	0	0	0	315	77.9117	309	0.1840
ਭਰਿਆ	504	106.3986	494	0.3639	0	0	0	0	306	75.6856	297	0.1769
ਅਗਵਾਈ	503	106.1875	447	0.3292	0	0	0	0	812	200.8390	786	0.4681
ਉਡੀਕ	501	105.7653	476	0.3506	0	0	0	0	336	83.1058	329	0.1960
ਭਰੇ	500	105.5542	480	0.3535	0	0	0	0	329	81.3744	323	0.1924
ਦਰ	492	103.8653	409	0.3013	0	0	0	0	496	122.6800	378	0.2251
ਪੱਥਰ	490	103.4431	419	0.3086	0	0	0	0	244	60.3506	215	0.1281
ਭੀੜ	488	103.0209	423	0.3116	0	0	0	0	241	59.6086	235	0.1400
